cityMPG,combMPG,highwayMPG,make,model,year
19,21,25,Dodge,Journey,2018
17,19,25,Dodge,Journey,2018
23,25,29,Toyota,RAV4,2018
23,26,30,Toyota,RAV4 LE/XLE,2018
16,19,24,Dodge,Journey AWD,2018
26,28,30,Land Rover,Range Rover Velar,2018
17,19,23,Porsche,Macan S,2018
17,19,23,Porsche,Macan GTS,2018
22,25,28,Toyota,RAV4 AWD,2018
22,24,28,Toyota,RAV4 Limited AWD/SE AWD,2018
34,32,30,Toyota,RAV4 Hybrid AWD,2018
17,18,21,Toyota,4Runner 2WD,2018
13,15,18,Lexus,LX 570,2018
17,20,24,Porsche,Cayenne S,2018
16,19,23,Porsche,Cayenne GTS,2018
17,18,20,Toyota,4Runner 4WD,2018
13,15,18,Toyota,Land Cruiser Wagon 4WD,2018
17,18,20,Toyota,4Runner 4WD,2018
26,29,33,Volvo,S90 AWD PHEV,2018
26,26,28,Volvo,XC60 AWD PHEV,2018
26,27,30,Volvo,XC90 AWD PHEV,2018
20,23,27,Ram,1500 2WD,2017
19,22,27,Ram,1500 4WD,2017
17,20,25,Mercedes-Benz,SL550,2018
16,19,25,Mercedes-Benz,AMG SL63,2018
13,16,22,Mercedes-Benz,AMG SL65,2018
16,19,23,Cadillac,ATS-V,2018
18,21,26,Mercedes-Benz,CLS550,2018
17,20,25,Mercedes-Benz,CLS550 4matic,2018
16,18,22,Mercedes-Benz,AMG CLS63 S 4matic,2018
16,18,24,Audi,S6,2018
16,18,24,Audi,S7,2018
14,18,24,Audi,S8,2018
13,16,22,Bentley,Flying Spur,2018
19,22,26,Ford,Focus RS AWD,2018
16,19,26,Audi,A8 L,2018
17,20,25,Lincoln,Continental  AWD,2018
18,21,27,Lincoln,Continental  FWD,2018
17,20,26,Lincoln,Continental  FWD,2018
16,19,24,Lincoln,Continental  AWD,2018
16,18,22,Chevrolet,Silverado K15 4WD,2018
16,18,22,GMC,Sierra K15 4WD,2018
20,22,26,Chevrolet,Traverse FWD,2018
15,16,18,Lexus,GX 460,2018
28,30,34,BMW,330e,2018
43,42,41,Ford,Fusion Energi Plug-in Hybrid,2018
20,20,21,Karma,Revero,2018
15,17,20,Mercedes-Benz,AMG GT R Coupe,2018
20,23,28,Mercedes-Benz,SL450,2018
15,17,20,Mercedes-Benz,AMG GT C Roadster,2018
21,24,29,Buick,Cascada,2018
30,33,38,Chevrolet,Spark,2018
30,33,37,Chevrolet,Spark ACTIV,2018
29,33,39,Chevrolet,Spark,2018
29,32,38,Chevrolet,Spark ACTIV,2018
20,22,26,Mercedes-Benz,E400 Convertible,2018
20,22,25,Mercedes-Benz,E400 4matic Convertible,2018
30,34,39,Toyota,Yaris iA,2018
32,35,40,Toyota,Yaris iA,2018
31,36,43,BMW,328d,2018
30,34,40,BMW,328d xDrive,2018
25,28,34,Chevrolet,Sonic,2018
26,29,35,Chevrolet,Sonic,2018
12,14,18,Rolls-Royce,Dawn,2018
14,17,24,Audi,RS 7,2018
11,14,18,Bentley,Mulsanne,2018
21,24,31,Lincoln,MKZ FWD,2018
20,23,28,Lincoln,MKZ AWD,2018
41,40,38,Lincoln,MKZ Hybrid FWD,2018
17,20,26,Lincoln,MKZ AWD,2018
18,21,27,Lincoln,MKZ FWD,2018
12,14,19,Rolls-Royce,Wraith,2018
20,23,28,BMW,640i xDrive Gran Turismo,2018
16,18,23,Cadillac,XTS AWD,2018
19,22,28,Cadillac,XTS,2018
17,20,26,Cadillac,XTS AWD,2018
19,22,28,Mercedes-Benz,S450,2018
18,22,28,Mercedes-Benz,S450 4matic,2018
12,14,19,Rolls-Royce,Phantom,2018
12,14,19,Rolls-Royce,Phantom EWB,2018
12,14,18,Rolls-Royce,Ghost,2018
12,14,18,Rolls-Royce,Ghost EWB,2018
30,34,40,BMW,328d xDrive Sports Wagon,2018
25,28,34,Chevrolet,Sonic 5,2018
26,29,35,Chevrolet,Sonic 5,2018
19,21,24,Ford,F150 2WD FFV BASE PAYLOAD LT TIRE,2018
20,22,25,Ford,F150 Pickup 2WD FFV,2018
18,20,23,Ford,F150 Pickup 4WD FFV,2018
17,19,22,Ford,F150 4WD FFV BASE PAYLOAD LT TIRE,2018
15,16,18,Ford,Transit T150 Wagon,2018
14,16,18,Ford,Transit T150 Wagon FFV,2018
14,16,18,Ford,Transit T150 Wagon,2018
15,17,21,Cadillac,XTS Hearse,2018
15,17,21,Cadillac,XTS Limo,2018
19,21,23,Mercedes-Benz,Metris (Passenger Van),2018
21,22,24,Mercedes-Benz,Metris (Cargo Van),2018
23,24,26,Nissan,NV200 NYC Taxi,2018
22,25,29,Buick,Envision FWD,2018
25,28,33,Buick,Encore,2018
25,28,33,Chevrolet,Trax,2018
23,26,30,Ford,Escape FWD,2018
21,24,28,Ford,Escape FWD,2018
21,24,29,Ford,Escape FWD FFV,2018
21,24,29,Ford,Escape FWD,2018
21,23,28,Lincoln,MKC FWD,2018
22,24,26,Volkswagen,Atlas,2018
22,24,28,Ford,Escape AWD,2018
20,23,27,Ford,Escape AWD,2018
19,21,25,Lincoln,MKC AWD,2018
19,22,25,Lincoln,MKC AWD,2018
18,20,25,Lincoln,MKC AWD,2018
18,21,25,BMW,X5 sDrive35i,2018
18,21,25,BMW,X6 sDrive35i,2018
18,21,26,Buick,Enclave FWD,2018
23,25,29,BMW,X5 xDrive 35d,2018
18,20,24,BMW,X5 xDrive35i,2018
14,16,19,BMW,X5 M,2018
18,20,24,BMW,X6 xDrive35i,2018
14,16,19,BMW,X6 M,2018
17,20,25,Buick,Enclave AWD,2018
32,32,33,Chrysler,Pacifica Hybrid,2018
25,29,36,Fiat,124 Spider,2018
26,30,35,Fiat,124 Spider,2018
15,17,20,Mercedes-Benz,AMG GT C Coupe,2018
15,17,20,Porsche,911 GT3,2018
21,24,28,Porsche,Cayman,2018
22,25,29,Porsche,Cayman,2018
20,22,26,Porsche,Cayman S,2018
21,24,28,Porsche,Cayman S,2018
17,19,23,Porsche,911 Turbo S Exclusive,2018
14,17,21,Aston Martin,Rapide S,2018
19,22,28,Infiniti,Q60,2018
20,22,27,Infiniti,Q60 Red Sport,2018
22,25,30,Infiniti,Q60,2018
21,24,28,Infiniti,Q60 AWD,2018
19,21,26,Infiniti,Q60 Red Sport AWD,2018
19,22,27,Infiniti,Q60 AWD,2018
28,32,38,Hyundai,Accent,2018
28,31,37,Hyundai,Accent,2018
26,30,37,Nissan,Altima SR,2018
27,31,38,Nissan,Altima,2018
22,26,32,Nissan,Altima,2018
19,22,28,Volkswagen,Passat,2018
22,26,32,Buick,Regal,2018
21,24,29,Buick,Regal AWD,2018
21,24,29,Buick,Regal TourX AWD,2018
17,19,22,Nissan,Frontier 2WD,2018
19,21,23,Nissan,Frontier 2WD,2018
16,19,23,Nissan,Frontier 2WD,2018
16,19,22,Nissan,Frontier 2WD,2018
16,18,22,Nissan,Frontier 2WD FFV,2018
15,17,21,Nissan,Frontier 4WD,2018
16,18,21,Nissan,Frontier 4WD,2018
15,17,21,Nissan,Frontier 4WD FFV,2018
20,23,27,Nissan,Pathfinder 2WD,2018
21,24,27,Buick,Envision AWD,2018
19,22,26,Nissan,Pathfinder 4WD,2018
19,21,26,Nissan,Pathfinder 4WD Platinum,2018
15,17,21,BMW,X5 xDrive50i,2018
15,17,21,BMW,X6 xDrive50i,2018
11,13,17,Jeep,Grand Cherokee TrackHawk 4WD,2018
18,20,24,Porsche,Cayenne,2018
17,19,23,Porsche,Cayenne Platinum,2018
23,24,25,BMW,X5 xDrive40e,2018
15,17,21,Aston Martin,DB11 V12,2017
14,17,22,Audi,R8 AWD,2018
14,17,22,Audi,R8 Spyder AWD,2018
14,18,25,Audi,R8 RWD,2018
14,18,25,Audi,R8 Spyder RWD,2018
14,16,19,Lamborghini,Huracan,2018
13,15,19,Lamborghini,Huracan Spyder,2018
14,16,21,Lamborghini,Huracan 2WD,2018
14,16,20,Lamborghini,Huracan Spyder 2WD,2018
13,16,21,Porsche,911 GT3,2018
13,16,21,Aston Martin,Vanquish S Zagato,2018
18,21,26,Audi,RS 5,2018
40,40,39,Lexus,ES 300h,2018
21,24,30,Lexus,ES 350,2018
20,23,27,Acura,MDX FWD,2018
19,22,27,Acura,MDX FWD,2018
20,24,29,Ford,Edge FWD,2018
17,20,26,Ford,Edge FWD,2018
21,24,29,Ford,Edge FWD,2018
18,20,25,Lincoln,MKX FWD,2018
17,20,25,Lincoln,MKX FWD,2018
19,22,26,Acura,MDX AWD,2018
18,21,26,Acura,MDX AWD,2018
20,23,27,Ford,Edge AWD,2018
17,19,23,Ford,Edge AWD,2018
17,20,24,Ford,Edge AWD,2018
17,19,24,Lincoln,MKX AWD,2018
16,19,23,Lincoln,MKX AWD,2018
23,26,30,Jaguar,F-Type Coupe,2018
23,26,30,Jaguar,F-Type Convertible,2018
25,29,35,Acura,ILX,2018
28,32,39,Honda,Civic 2Dr,2018
30,34,39,Honda,Civic 2Dr,2018
30,35,41,Honda,Civic 2Dr,2018
31,35,40,Honda,Civic 2Dr,2018
28,32,38,Honda,Civic Si 2Dr,2018
30,34,39,Mazda,2,2018
32,35,40,Mazda,2,2018
28,32,40,Honda,Civic 4Dr,2018
31,34,40,Honda,Civic 4Dr,2018
31,35,42,Honda,Civic 4Dr,2018
32,36,42,Honda,Civic 4Dr,2018
28,32,38,Honda,Civic Si 4Dr,2018
19,22,27,Lexus,GS 350 F Sport,2018
29,31,34,Lexus,GS 450h,2018
22,26,32,Lexus,GS 300,2018
21,24,30,Lexus,GS 300 F Sport,2018
20,23,28,Lexus,GS 350,2018
19,22,26,Lexus,GS 350 AWD,2018
22,25,28,Honda,Civic 5Dr - Type R,2018
22,25,30,Volkswagen,Golf Alltrack,2018
20,22,27,Infiniti,QX60 FWD,2018
22,25,28,Lexus,NX 300,2018
20,22,26,Buick,Envision AWD,2018
19,22,26,Infiniti,QX60 AWD,2018
17,18,21,Jeep,Wrangler 4WD,2018
17,18,21,Jeep,Wrangler 4WD,2018
16,18,20,Jeep,Wrangler Unlimited 4WD,2018
16,18,21,Jeep,Wrangler Unlimited 4WD,2018
33,31,30,Lexus,NX 300h AWD,2018
22,24,28,Lexus,NX 300 AWD,2018
22,24,27,Lexus,NX 300 AWD F Sport,2018
34,36,39,Audi,A3 e-tron,2018
12,14,20,Bentley,Continental GT Convertible,2018
12,14,20,Bentley,Continental Supersports Convertible,2018
12,14,20,Bentley,Flying Spur,2018
19,22,27,Buick,Regal AWD,2018
26,30,35,Honda,Accord,2018
30,33,38,Honda,Accord,2018
29,31,35,Honda,Accord,2018
17,19,23,Ford,F150 Pickup 2WD FFV,2018
16,17,20,Ford,F150 5.0L 2WD FFV GVWR>7599 LBS,2018
16,18,21,Ford,F150 2WD FFV BASE PAYLOAD LT,2018
16,18,22,Ford,F150 Pickup 4WD FFV,2018
15,17,19,Ford,F150 5.0L 4WD FFV GVWR>7599 LBS,2018
16,17,20,Ford,F150 4WD FFV BASE PAYLOAD LT,2018
112,102,91,smart,fortwo electric drive convertible,2017
26,31,38,Ford,Focus FWD,2018
24,28,34,Ford,Focus FWD,2018
25,28,34,Ford,Focus FWD,2018
27,31,38,Ford,Focus FWD,2018
30,34,40,Ford,Focus FWD,2018
25,28,33,Volkswagen,GTI,2018
24,27,32,Volkswagen,GTI,2018
22,25,30,Ford,Focus ST FWD,2018
21,25,30,Nissan,Maxima,2018
42,40,38,Ford,C-MAX Hybrid FWD,2018
57,58,59,Hyundai,Ioniq Blue,2018
55,55,54,Hyundai,Ioniq,2018
51,49,46,Kia,Niro,2018
52,50,49,Kia,Niro FE,2018
46,43,40,Kia,Niro Touring,2018
17,20,25,Ram,1500 2WD,2018
16,19,23,Ram,1500 4WD,2018
17,20,25,Dodge,Grand Caravan,2018
17,20,25,Dodge,Grand Caravan,2018
27,28,29,Ford,EcoSport FWD,2018
26,28,32,Honda,CR-V FWD,2018
28,30,34,Honda,CR-V FWD,2018
20,22,24,Toyota,Highlander,2018
23,25,29,Ford,EcoSport AWD,2018
25,27,31,Honda,CR-V AWD,2018
27,29,33,Honda,CR-V AWD,2018
24,25,28,Hyundai,Tucson AWD,2018
21,23,26,Hyundai,Tucson AWD,2018
21,24,29,Land Rover,Range Rover Evoque Convertible,2018
21,24,29,Land Rover,Range Rover Evoque (286 Hp),2018
17,20,24,Ford,Expedition 2WD,2018
17,19,23,Ford,Expedition MAX 2WD,2018
16,19,23,Lincoln,Navigator 2WD,2018
17,19,22,Ford,Expedition 4WD,2018
16,18,21,Ford,Expedition MAX 4WD,2018
16,18,21,Lincoln,Navigator 4WD,2018
118,107,96,Ford,Focus Electric,2018
150,136,122,Hyundai,Ioniq Electric,2018
21,25,31,Ford,Mustang,2018
20,23,28,Ford,Mustang Performance Package,2018
20,23,28,Ford,Mustang Convertible,2018
15,18,25,Ford,Mustang,2018
14,16,21,Ford,Shelby GT350 Mustang,2018
20,23,29,Ford,Mustang Convertible,2018
21,25,32,Ford,Mustang,2018
20,23,29,Ford,Mustang Performance Package,2018
16,19,25,Ford,Mustang,2018
15,18,24,Ford,Mustang Convertible,2018
16,18,22,Nissan,GT-R,2018
22,26,32,Lexus,IS 300,2018
39,42,46,Kia,Optima Hybrid,2018
20,23,27,Mercedes-Benz,E400 4matic,2018
27,30,35,Nissan,Sentra,2018
29,32,37,Nissan,Sentra,2018
26,28,32,Nissan,Sentra,2018
25,27,31,Nissan,Sentra Nismo,2018
27,29,33,Nissan,Sentra,2018
25,27,30,Nissan,Sentra Nismo,2018
16,19,24,Ford,Taurus AWD,2018
17,19,24,Ford,Taurus AWD,2018
18,21,27,Ford,Taurus FWD,2018
17,19,24,Ford,Taurus AWD FFV,2018
18,21,27,Ford,Taurus FWD FFV,2018
15,18,21,Nissan,Titan 2WD,2018
15,18,21,Nissan,Titan 4WD,2018
15,17,20,Nissan,Titan 4WD PRO4X,2018
24,25,26,Chevrolet,City Express Cargo Van,2018
24,25,26,Nissan,NV200 Cargo Van,2018
22,25,30,Fiat,500 X,2018
25,28,33,Fiat,500 X,2018
25,27,30,Hyundai,Tucson FWD,2018
23,26,30,Hyundai,Tucson FWD,2018
25,27,30,Mitsubishi,Outlander 2WD,2018
23,25,29,Mitsubishi,Outlander Sport 2WD,2018
24,27,30,Mitsubishi,Outlander Sport 2WD,2018
23,25,29,Mitsubishi,Outlander Sport 2WD,2018
26,29,33,Nissan,Rogue FWD,2018
33,34,35,Nissan,Rogue Hybrid  FWD,2018
22,25,29,BMW,X3 xDrive30i,2018
20,23,27,BMW,X3 M40i,2018
21,24,29,Fiat,500 X AWD,2018
18,20,23,Jeep,New Wrangler Unlimited 4WD,2018
17,19,23,Jeep,New Wrangler Unlimited 4WD,2018
24,26,29,Mitsubishi,Outlander 4WD,2018
20,22,27,Mitsubishi,Outlander 4WD,2018
23,26,29,Mitsubishi,Outlander Sport 4WD,2018
23,25,28,Mitsubishi,Outlander Sport 4WD,2018
25,27,32,Nissan,Rogue AWD,2018
31,33,34,Nissan,Rogue Hybrid  AWD,2018
17,20,24,Ford,Explorer 2WD FFV,2018
19,22,27,Ford,Explorer FWD,2018
17,20,24,Ford,Explorer FWD,2018
16,18,22,Ford,Explorer AWD FFV,2018
18,21,25,Ford,Explorer AWD,2018
16,19,22,Ford,Explorer AWD,2018
16,18,22,Ford,Explorer AWD,2018
12,13,15,Mercedes-Benz,AMG G63,2018
19,21,25,Porsche,Boxster GTS,2018
20,22,26,Porsche,Boxster GTS,2018
19,21,25,Porsche,Cayman GTS,2018
20,22,26,Porsche,Cayman GTS,2018
21,24,29,Subaru,BRZ,2018
24,27,33,Subaru,BRZ,2018
20,23,27,Subaru,BRZ tS,2018
22,25,30,Jaguar,XE AWD (296 Hp),2018
16,19,24,Lexus,GS F,2018
19,22,26,Lexus,IS 300 AWD,2018
20,23,28,Lexus,IS 350,2018
19,22,26,Lexus,IS 350 AWD,2018
20,23,29,Acura,RLX,2018
28,28,29,Acura,RLX Hybrid,2018
22,25,31,Jaguar,XF AWD (296 Hp),2018
17,20,25,Kia,Stinger AWD,2018
17,20,25,Kia,Stinger RWD,2018
21,24,29,Kia,Stinger AWD,2018
22,25,29,Kia,Stinger RWD,2018
15,18,23,Jaguar,XJ,2018
15,18,23,Jaguar,XJL,2018
18,21,27,Jaguar,XJ,2018
17,20,26,Jaguar,XJ AWD,2018
17,20,25,Jaguar,XJL AWD,2018
18,21,27,Jaguar,XJL,2018
19,22,27,Toyota,Sienna 2WD,2018
18,20,24,Toyota,Sienna AWD,2018
21,24,28,Hyundai,Tucson FWD,2018
21,23,27,Toyota,Highlander LE/XLE/SE/LTD,2018
20,23,27,Toyota,Highlander,2018
20,23,26,Volkswagen,Tiguan Limited,2018
21,22,25,Hyundai,Tucson AWD,2018
22,24,27,Jaguar,F-Pace (296 Hp),2018
17,19,23,Porsche,Macan Turbo,2018
19,22,25,Volkswagen,Tiguan Limited 4motion,2018
16,18,22,Lincoln,Navigator L 2WD,2018
14,17,21,Porsche,Cayenne Turbo,2018
14,17,21,Porsche,Cayenne Turbo S,2018
19,22,26,Toyota,Highlander AWD,2018
20,22,26,Toyota,Highlander AWD,2018
20,23,27,Toyota,Highlander AWD LE,2018
20,21,23,Mercedes-Benz,GLE550e 4matic,2018
14,16,19,Lincoln,MKT Hearse AWD,2017
14,15,19,Lincoln,MKT Limo AWD,2017
24,27,32,Jaguar,XE (296 Hp),2018
13,16,21,Mercedes-Benz,Maybach S650,2018
13,16,22,Mercedes-Benz,AMG S65,2018
21,23,27,Jaguar,E-Pace (296 Hp),2018
13,13,14,Mercedes-Benz,G550,2018
11,12,13,Mercedes-Benz,AMG G65,2018
22,26,32,Honda,Accord 2.0T Sport/Touring,2018
54,52,50,Toyota,Prius,2018
58,56,53,Toyota,Prius Eco,2018
22,26,32,Honda,Accord,2018
23,27,34,Honda,Accord,2018
15,18,23,Kia,K900,2018
17,20,25,Kia,K900,2018
20,23,28,Kia,Cadenza,2018
25,28,32,Nissan,Rogue Sport FWD,2018
24,27,30,Nissan,Rogue Sport AWD,2018
19,21,24,Toyota,Tacoma 2WD,2018
20,21,23,Toyota,Tacoma 2WD,2018
18,20,22,Toyota,Tacoma 4WD,2018
17,18,21,Toyota,Tacoma 4WD,2018
17,18,20,Toyota,Tacoma 4WD Double Cab Off-Road,2018
19,20,22,Toyota,Tacoma 4WD,2018
23,25,29,Cadillac,CT6 Plug-In,2018
53,52,52,Hyundai,Ioniq Plug-in Hybrid,2018
131,126,120,Tesla,Model 3 Long Range,2017
26,29,33,Mazda,MX-5,2018
26,29,35,Mazda,MX-5,2018
18,21,25,Jaguar,XF Sportbrake AWD,2018
21,24,28,Nissan,Murano FWD,2018
21,24,28,Nissan,Murano AWD,2018
22,25,30,Jeep,Renegade 2WD,2018
24,26,31,Jeep,Renegade 2WD,2018
25,28,31,Mazda,CX-5 2WD,2018
21,24,28,Jaguar,E-Pace,2018
21,24,29,Jeep,Renegade 4WD,2018
24,26,31,Jeep,Renegade 4WD,2018
24,26,30,Mazda,CX-5 4WD,2018
44,42,40,Honda,Clarity Plug-in Hybrid,2018
38,40,43,Kia,Optima Plug-in Hybrid,2018
124,108,94,smart,fortwo electric drive coupe,2018
112,102,91,smart,fortwo electric drive convertible,2018
128,119,110,Chevrolet,Bolt EV,2018
21,21,22,Acura,NSX Hybrid,2018
11,14,18,Ford,GT,2018
27,31,37,Ford,Fiesta FWD,2018
27,30,35,Ford,Fiesta FWD,2018
26,29,33,Ford,Fiesta ST FWD,2018
16,18,22,Subaru,WRX STI Type RA,2018
20,23,27,Honda,Pilot FWD,2018
19,22,27,Honda,Pilot FWD,2018
19,22,26,Honda,Pilot AWD,2018
18,21,26,Honda,Pilot AWD,2018
14,16,20,Infiniti,QX80 2WD,2018
13,15,19,Infiniti,QX80 4WD,2018
48,46,44,Kia,Niro Plug-in Hybrid,2018
22,25,29,Porsche,Cayman,2017
21,24,28,Porsche,Cayman,2017
21,24,28,Porsche,Cayman S,2017
20,22,26,Porsche,Cayman S,2017
22,25,30,Jeep,Renegade 2WD,2018
17,20,25,Jeep,New Wrangler 4WD,2018
18,20,23,Jeep,New Wrangler 4WD,2018
17,19,23,Land Rover,Range Rover,2018
17,19,23,Land Rover,Range Rover Sport,2018
16,18,21,Land Rover,Discovery,2018
11,11,11,Mercedes-Benz,G550 4x4,2018
11,13,18,Koenigsegg,Agera RS,2018
11,13,17,Pagani,Huayra,2018
24,27,32,Toyota,86,2018
21,24,28,Toyota,86,2018
16,19,25,Lexus,RC F,2018
22,26,32,Lexus,RC 300,2018
18,21,24,Lexus,RC 300 AWD,2018
20,23,28,Lexus,RC 350,2018
18,21,24,Lexus,RC 350 AWD,2018
26,30,36,BMW,540d xDrive,2018
15,17,21,BMW,M5,2018
23,26,32,Kia,Optima S,2018
28,30,32,Hyundai,Kona FWD,2018
27,30,33,Hyundai,Kona FWD,2018
20,23,27,Lexus,RX 350,2018
26,27,29,Hyundai,Kona AWD,2018
25,27,30,Hyundai,Kona AWD,2018
19,22,26,Lexus,RX 350 AWD,2018
31,30,28,Lexus,RX 450h AWD,2018
25,25,26,Mitsubishi,Outlander PHEV,2018
86,87,89,Tesla,Model X AWD - 100D,2017
24,28,33,Volkswagen,Golf,2018
24,28,33,Volkswagen,Golf SportWagen,2018
36,35,33,BMW,i3 (94Ah) with Range Extender,2018
36,35,33,BMW,i3s (94Ah) with Range Extender,2018
136,130,123,Tesla,Model 3 Long Range,2018
97,98,100,Tesla,Model S 75kWh,2018
102,103,105,Tesla,Model S 75D,2018
101,102,102,Tesla,Model S 100D,2018
92,98,105,Tesla,Model S P100D,2018
91,93,95,Tesla,Model X 75D,2018
86,87,89,Tesla,Model X 100D,2018
83,85,89,Tesla,Model X P100D,2018
23,26,31,Jaguar,XF (296 Hp),2018
24,27,33,Mazda,6,2018
26,29,35,Mazda,6,2018
23,26,31,Mazda,6,2018
19,22,26,Lexus,RX 350 L,2018
22,25,29,Land Rover,Range Rover Evoque,2018
21,22,25,Land Rover,Discovery Sport,2018
20,22,25,Land Rover,Discovery Sport (286 Hp),2018
18,21,25,Lexus,RX 350 L AWD,2018
28,30,32,Mercedes-Benz,C350e,2018
129,118,106,BMW,i3 (94Ah),2018
126,112,99,BMW,i3s (94Ah),2018
25,29,34,Volkswagen,Golf,2018
25,29,34,Volkswagen,Golf SportWagen,2018
22,24,29,Volkswagen,Golf SportWagen 4motion,2018
21,22,24,Mercedes-Benz,"Metris (Cargo Van, LWB)",2018
125,112,100,Nissan,Leaf,2018
20,23,29,Jeep,Cherokee FWD,2019
19,22,27,Jeep,Cherokee 4WD,2019
18,21,26,Jeep,Cherokee 4WD Active Drive II,2019
18,21,24,Jeep,Cherokee Trailhawk 4WD,2019
21,25,31,BMW,X2 xDrive28i,2018
25,28,33,Lexus,LS 500h,2018
23,26,31,Lexus,LS 500h AWD,2018
20,23,27,Ram,1500 2WD,2018
19,22,27,Ram,1500 4WD,2018
26,27,27,Acura,MDX Hybrid AWD,2018
126,119,111,Volkswagen,e-Golf,2018
16,19,25,Chevrolet,Corvette,2019
15,18,25,Chevrolet,Corvette,2019
14,17,23,Chevrolet,Corvette Z06,2019
30,34,40,Volkswagen,Jetta,2019
30,34,40,Volkswagen,Jetta,2019
22,25,29,Kia,Sorento FWD,2019
29,28,27,Toyota,Highlander Hybrid AWD,2018
30,29,28,Toyota,Highlander Hybrid AWD LE Plus,2018
73,72,71,BYD,e6,2018
24,25,27,Mercedes-Benz,GLC350e 4matic,2018
55,54,53,Toyota,Prius Prime,2018
24,27,31,Infiniti,QX50,2019
19,22,26,Kia,Sorento FWD,2019
24,26,30,Infiniti,QX50 AWD,2019
21,23,26,Kia,Sorento AWD,2019
19,21,24,Kia,Sorento AWD,2019
15,17,22,Chevrolet,Corvette Z06,2019
18,21,24,Kia,Sedona,2019
23,26,31,Jeep,Cherokee FWD,2019
22,25,31,Jeep,Cherokee FWD,2019
21,24,29,Jeep,Cherokee 4WD,2019
21,24,29,Jeep,Cherokee 4WD,2019
20,22,26,Jeep,Cherokee Trailhawk 4WD,2019
20,23,27,Jeep,Cherokee 4WD Active Drive II,2019
39,41,44,Hyundai,Sonata Hybrid,2018
40,42,46,Hyundai,Sonata Hybrid SE,2018
19,23,30,Lexus,LS 500,2018
18,21,27,Lexus,LS 500 AWD,2018
21,23,26,Land Rover,Discovery,2018
16,18,21,Land Rover,Range Rover,2018
16,18,21,Land Rover,Range Rover LWB,2018
14,16,19,Land Rover,Range Rover SVA,2018
13,15,19,Land Rover,Range Rover LWB SVA,2018
17,19,22,Land Rover,Range Rover Sport,2018
15,16,20,Land Rover,Range Rover Sport SVR,2018
17,20,25,Genesis,G70 AWD,2019
17,20,26,Genesis,G70 RWD,2019
21,23,28,Genesis,G70 AWD,2019
22,25,30,Genesis,G70 RWD,2019
18,22,28,Genesis,G70 RWD,2019
20,22,25,Buick,Envision AWD,2019
15,17,21,Porsche,911 GT2 RS,2018
16,19,25,Porsche,911 Carrera T,2018
20,22,26,Porsche,911 Carrera T,2018
47,47,47,Honda,Accord Hybrid,2018
20,23,26,Porsche,Panamera 4 ST,2018
18,20,23,Porsche,Panamera Turbo ST,2018
25,26,28,Mitsubishi,Eclipse Cross 2WD,2018
26,27,29,Mitsubishi,Eclipse Cross ES 2WD,2018
25,25,26,Mitsubishi,Eclipse Cross 4WD,2018
25,26,28,Mitsubishi,Eclipse Cross ES 4WD,2018
22,24,28,Land Rover,Range Rover,2018
22,24,28,Land Rover,Range Rover Sport,2018
29,29,28,Lexus,RX 450h L AWD,2018
21,22,24,Porsche,Cayenne S e-Hybrid,2018
19,22,26,Honda,Ridgeline FWD,2019
18,21,25,Honda,Ridgeline AWD,2019
23,26,31,Volvo,XC40 AWD,2019
14,17,21,Porsche,911 GT3 Touring,2018
21,24,30,Volkswagen,Golf Alltrack,2018
22,25,31,Volkswagen,Golf SportWagen 4motion,2018
17,19,23,Alfa Romeo,Stelvio AWD,2018
27,30,34,Hyundai,Veloster,2019
25,28,33,Hyundai,Veloster,2019
28,30,34,Hyundai,Veloster,2019
26,29,33,Hyundai,Veloster,2019
15,17,22,Ram,1500 2WD,2019
15,17,21,Ram,1500 4WD,2019
22,25,29,Buick,Envision FWD,2019
21,24,27,Buick,Envision AWD,2019
14,16,21,Mercedes-Benz,AMG S65 Convertible,2018
17,20,26,Mercedes-Benz,S560 Convertible,2018
15,18,24,Mercedes-Benz,AMG S63 4matic Convertible,2018
17,21,27,Mercedes-Benz,S560 4matic Coupe,2018
17,20,27,Mercedes-Benz,AMG S63 4matic Coupe,2018
13,16,21,Mercedes-Benz,AMG S65 Coupe,2018
23,26,32,Acura,TLX FWD A-SPEC,2019
20,23,30,Acura,TLX FWD A-SPEC,2019
20,23,29,Acura,TLX AWD,2019
20,23,29,Acura,TLX AWD A-SPEC,2019
24,27,32,Fiat,500,2018
28,30,33,Fiat,500,2018
24,27,32,Fiat,500 Abarth,2018
28,30,33,Fiat,500 Abarth,2018
20,22,26,Porsche,Panamera 4S ST,2018
121,112,103,Fiat,500e,2018
20,22,25,Porsche,Panamera 4 e-Hybrid ST,2018
13,15,19,Chevrolet,Corvette ZR1,2019
12,15,20,Chevrolet,Corvette ZR1,2019
27,30,35,MINI,Cooper Convertible,2019
28,31,37,MINI,Cooper Convertible,2019
25,28,33,MINI,Cooper S Convertible,2019
23,26,32,MINI,Cooper S Convertible,2019
25,28,33,MINI,John Cooper Works Convertible,2019
22,25,31,MINI,John Cooper Works Convertible,2019
24,27,34,BMW,430i Convertible,2019
22,26,32,BMW,430i xDrive Convertible,2019
21,24,29,BMW,440i Convertible,2019
20,23,29,BMW,440i xDrive Convertible,2019
27,30,35,MINI,Cooper Hardtop 2 door,2019
28,32,38,MINI,Cooper Hardtop 2 door,2019
